,ImageName,bbox,left_x,top_y,bbox_width,bbox_height
37,38_original.jpg,"{""name"":""rect"",""x"":233,""y"":250,""width"":201,""height"":59}",233.0,250.0,201.0,59.0
38,39_original.jpg,"{""name"":""rect"",""x"":623,""y"":291,""width"":409,""height"":136}",623.0,291.0,409.0,136.0
39,40_original.jpg,"{""name"":""rect"",""x"":155,""y"":159,""width"":310,""height"":84}",155.0,159.0,310.0,84.0
40,41_original.jpg,"{""name"":""rect"",""x"":391,""y"":249,""width"":359,""height"":133}",391.0,249.0,359.0,133.0
41,42_original.jpg,"{""name"":""rect"",""x"":102,""y"":85,""width"":583,""height"":403}",102.0,85.0,583.0,403.0
42,43_original.jpg,"{""name"":""rect"",""x"":135,""y"":210,""width"":106,""height"":141}",135.0,210.0,106.0,141.0
43,44_original.jpg,"{""name"":""rect"",""x"":190,""y"":196,""width"":177,""height"":113}",190.0,196.0,177.0,113.0
44,45_original.jpg,"{""name"":""rect"",""x"":142,""y"":234,""width"":201,""height"":77}",142.0,234.0,201.0,77.0
45,46_original.jpg,"{""name"":""rect"",""x"":218,""y"":212,""width"":233,""height"":78}",218.0,212.0,233.0,78.0
46,47_original.jpg,"{""name"":""rect"",""x"":597,""y"":594,""width"":418,""height"":151}",597.0,594.0,418.0,151.0
47,48_original.jpg,"{""name"":""rect"",""x"":207,""y"":130,""width"":270,""height"":101}",207.0,130.0,270.0,101.0
48,49_original.jpg,"{""name"":""rect"",""x"":488,""y"":832,""width"":522,""height"":162}",488.0,832.0,522.0,162.0
49,50_original.jpg,"{""name"":""rect"",""x"":203,""y"":200,""width"":140,""height"":54}",203.0,200.0,140.0,54.0
50,51_original.jpg,"{""name"":""rect"",""x"":667,""y"":240,""width"":606,""height"":188}",667.0,240.0,606.0,188.0
51,52_original.jpg,"{""name"":""rect"",""x"":632,""y"":575,""width"":249,""height"":73}",632.0,575.0,249.0,73.0
52,53_original.jpg,"{""name"":""rect"",""x"":753,""y"":568,""width"":181,""height"":72}",753.0,568.0,181.0,72.0
53,54_original.jpg,"{""name"":""rect"",""x"":504,""y"":412,""width"":177,""height"":49}",504.0,412.0,177.0,49.0
54,55_original.jpg,"{""name"":""rect"",""x"":747,""y"":580,""width"":154,""height"":115}",747.0,580.0,154.0,115.0
55,56_original.jpg,"{""name"":""rect"",""x"":613,""y"":280,""width"":221,""height"":70}",613.0,280.0,221.0,70.0
56,57_original.jpg,"{""name"":""rect"",""x"":368,""y"":537,""width"":136,""height"":43}",368.0,537.0,136.0,43.0
57,58_original.jpg,"{""name"":""rect"",""x"":752,""y"":643,""width"":320,""height"":85}",752.0,643.0,320.0,85.0
58,59_original.jpg,"{""name"":""rect"",""x"":30,""y"":247,""width"":343,""height"":88}",30.0,247.0,343.0,88.0
59,60_original.jpg,"{""name"":""rect"",""x"":810,""y"":657,""width"":297,""height"":180}",810.0,657.0,297.0,180.0
60,61_original.jpg,"{""name"":""rect"",""x"":751,""y"":614,""width"":334,""height"":98}",751.0,614.0,334.0,98.0
61,62_original.jpg,"{""name"":""rect"",""x"":372,""y"":161,""width"":524,""height"":122}",372.0,161.0,524.0,122.0
62,63_original.jpg,"{""name"":""rect"",""x"":779,""y"":986,""width"":220,""height"":224}",779.0,986.0,220.0,224.0
63,64_original.jpg,"{""name"":""rect"",""x"":977,""y"":1026,""width"":159,""height"":157}",977.0,1026.0,159.0,157.0
64,65_original.jpg,"{""name"":""rect"",""x"":807,""y"":552,""width"":157,""height"":153}",807.0,552.0,157.0,153.0
65,66_original.jpg,"{""name"":""rect"",""x"":304,""y"":185,""width"":135,""height"":63}",304.0,185.0,135.0,63.0
66,67_original.jpg,"{""name"":""rect"",""x"":202,""y"":176,""width"":104,""height"":57}",202.0,176.0,104.0,57.0
67,68_original.jpg,"{""name"":""rect"",""x"":251,""y"":146,""width"":108,""height"":58}",251.0,146.0,108.0,58.0
68,69_original.jpg,"{""name"":""rect"",""x"":853,""y"":310,""width"":379,""height"":231}",853.0,310.0,379.0,231.0
69,70_original.jpg,"{""name"":""rect"",""x"":468,""y"":203,""width"":246,""height"":124}",468.0,203.0,246.0,124.0
70,71_original.jpg,"{""name"":""rect"",""x"":193,""y"":327,""width"":345,""height"":113}",193.0,327.0,345.0,113.0
71,72_original.jpg,"{""name"":""rect"",""x"":450,""y"":201,""width"":269,""height"":124}",450.0,201.0,269.0,124.0
72,73_original.jpg,"{""name"":""rect"",""x"":448,""y"":417,""width"":234,""height"":91}",448.0,417.0,234.0,91.0
73,74_original.jpg,"{""name"":""rect"",""x"":510,""y"":225,""width"":145,""height"":81}",510.0,225.0,145.0,81.0
74,75_original.jpg,"{""name"":""rect"",""x"":220,""y"":51,""width"":163,""height"":84}",220.0,51.0,163.0,84.0
75,76_original.jpg,"{""name"":""rect"",""x"":440,""y"":136,""width"":266,""height"":110}",440.0,136.0,266.0,110.0
76,77_original.jpg,"{""name"":""rect"",""x"":356,""y"":277,""width"":319,""height"":90}",356.0,277.0,319.0,90.0
77,78_original.jpg,"{""name"":""rect"",""x"":326,""y"":264,""width"":220,""height"":139}",326.0,264.0,220.0,139.0
78,79_original.jpg,"{""name"":""rect"",""x"":124,""y"":101,""width"":174,""height"":91}",124.0,101.0,174.0,91.0
79,80_original.jpg,"{""name"":""rect"",""x"":288,""y"":182,""width"":211,""height"":79}",288.0,182.0,211.0,79.0
80,81_original.jpg,"{""name"":""rect"",""x"":838,""y"":336,""width"":146,""height"":84}",838.0,336.0,146.0,84.0
81,82_original.jpg,"{""name"":""rect"",""x"":229,""y"":98,""width"":162,""height"":88}",229.0,98.0,162.0,88.0
82,83_original.jpg,"{""name"":""rect"",""x"":272,""y"":280,""width"":245,""height"":113}",272.0,280.0,245.0,113.0
83,84_original.jpg,"{""name"":""rect"",""x"":388,""y"":180,""width"":543,""height"":248}",388.0,180.0,543.0,248.0
84,85_original.jpg,"{""name"":""rect"",""x"":246,""y"":110,""width"":122,""height"":62}",246.0,110.0,122.0,62.0
85,86_original.jpg,"{""name"":""rect"",""x"":176,""y"":44,""width"":242,""height"":98}",176.0,44.0,242.0,98.0
86,87_original.jpg,"{""name"":""rect"",""x"":161,""y"":174,""width"":312,""height"":122}",161.0,174.0,312.0,122.0
87,88_original.jpg,"{""name"":""rect"",""x"":398,""y"":228,""width"":321,""height"":157}",398.0,228.0,321.0,157.0
88,89_original.jpg,"{""name"":""rect"",""x"":381,""y"":615,""width"":260,""height"":125}",381.0,615.0,260.0,125.0
89,90_original.jpg,"{""name"":""rect"",""x"":311,""y"":241,""width"":217,""height"":92}",311.0,241.0,217.0,92.0
90,91_original.jpg,"{""name"":""rect"",""x"":206,""y"":283,""width"":378,""height"":147}",206.0,283.0,378.0,147.0
91,92_original.jpg,"{""name"":""rect"",""x"":392,""y"":274,""width"":230,""height"":66}",392.0,274.0,230.0,66.0
92,93_original.jpg,"{""name"":""rect"",""x"":276,""y"":655,""width"":174,""height"":85}",276.0,655.0,174.0,85.0
93,94_original.jpg,"{""name"":""rect"",""x"":298,""y"":287,""width"":401,""height"":98}",298.0,287.0,401.0,98.0
94,95_original.jpg,"{""name"":""rect"",""x"":390,""y"":153,""width"":226,""height"":105}",390.0,153.0,226.0,105.0
95,96_original.jpg,"{""name"":""rect"",""x"":256,""y"":117,""width"":199,""height"":124}",256.0,117.0,199.0,124.0
96,97_original.jpg,"{""name"":""rect"",""x"":946,""y"":177,""width"":162,""height"":93}",946.0,177.0,162.0,93.0
97,98_original.jpg,"{""name"":""rect"",""x"":601,""y"":834,""width"":291,""height"":171}",601.0,834.0,291.0,171.0
98,99_original.jpg,"{""name"":""rect"",""x"":877,""y"":253,""width"":132,""height"":149}",877.0,253.0,132.0,149.0
99,100_original.jpg,"{""name"":""rect"",""x"":426,""y"":277,""width"":313,""height"":142}",426.0,277.0,313.0,142.0
100,101_original.jpg,"{""name"":""rect"",""x"":224,""y"":170,""width"":340,""height"":180}",224.0,170.0,340.0,180.0
101,102_original.jpg,"{""name"":""rect"",""x"":699,""y"":409,""width"":183,""height"":172}",699.0,409.0,183.0,172.0
102,103_original.jpg,"{""name"":""rect"",""x"":415,""y"":509,""width"":172,""height"":68}",415.0,509.0,172.0,68.0
103,104_original.jpg,"{""name"":""rect"",""x"":218,""y"":79,""width"":177,""height"":96}",218.0,79.0,177.0,96.0
104,105_original.jpg,"{""name"":""rect"",""x"":304,""y"":267,""width"":210,""height"":133}",304.0,267.0,210.0,133.0
105,106_original.jpg,"{""name"":""rect"",""x"":426,""y"":347,""width"":354,""height"":313}",426.0,347.0,354.0,313.0
106,107_original.jpg,"{""name"":""rect"",""x"":442,""y"":214,""width"":198,""height"":75}",442.0,214.0,198.0,75.0
107,108_original.jpg,"{""name"":""rect"",""x"":475,""y"":252,""width"":162,""height"":81}",475.0,252.0,162.0,81.0
108,109_original.jpg,"{""name"":""rect"",""x"":257,""y"":212,""width"":186,""height"":66}",257.0,212.0,186.0,66.0
109,110_original.jpg,"{""name"":""rect"",""x"":548,""y"":591,""width"":125,""height"":108}",548.0,591.0,125.0,108.0
110,111_original.jpg,"{""name"":""rect"",""x"":261,""y"":485,""width"":110,""height"":98}",261.0,485.0,110.0,98.0
111,112_original.jpg,"{""name"":""rect"",""x"":217,""y"":84,""width"":159,""height"":79}",217.0,84.0,159.0,79.0
112,113_original.jpg,"{""name"":""rect"",""x"":336,""y"":155,""width"":304,""height"":129}",336.0,155.0,304.0,129.0
113,114_original.jpg,"{""name"":""rect"",""x"":228,""y"":305,""width"":226,""height"":101}",228.0,305.0,226.0,101.0
114,115_original.jpg,"{""name"":""rect"",""x"":489,""y"":192,""width"":164,""height"":83}",489.0,192.0,164.0,83.0
115,116_original.jpg,"{""name"":""rect"",""x"":500,""y"":443,""width"":186,""height"":66}",500.0,443.0,186.0,66.0
116,117_original.jpg,"{""name"":""rect"",""x"":546,""y"":279,""width"":172,""height"":138}",546.0,279.0,172.0,138.0
117,118_original.jpg,"{""name"":""rect"",""x"":484,""y"":504,""width"":118,""height"":43}",484.0,504.0,118.0,43.0
118,119_original.jpg,"{""name"":""rect"",""x"":770,""y"":446,""width"":90,""height"":187}",770.0,446.0,90.0,187.0
119,120_original.jpg,"{""name"":""rect"",""x"":776,""y"":142,""width"":60,""height"":56}",776.0,142.0,60.0,56.0
120,121_original.jpg,"{""name"":""rect"",""x"":962,""y"":211,""width"":58,""height"":63}",962.0,211.0,58.0,63.0
121,122_original.jpg,"{""name"":""rect"",""x"":470,""y"":464,""width"":149,""height"":73}",470.0,464.0,149.0,73.0
122,123_original.jpg,"{""name"":""rect"",""x"":607,""y"":128,""width"":239,""height"":181}",607.0,128.0,239.0,181.0
123,124_original.jpg,"{""name"":""rect"",""x"":146,""y"":140,""width"":82,""height"":61}",146.0,140.0,82.0,61.0
124,124_original.jpg,"{""name"":""rect"",""x"":965,""y"":295,""width"":91,""height"":59}",965.0,295.0,91.0,59.0
125,125_original.jpg,"{""name"":""rect"",""x"":144,""y"":144,""width"":85,""height"":54}",144.0,144.0,85.0,54.0
126,125_original.jpg,"{""name"":""rect"",""x"":959,""y"":293,""width"":98,""height"":62}",959.0,293.0,98.0,62.0
127,126_original.jpg,"{""name"":""rect"",""x"":545,""y"":242,""width"":167,""height"":72}",545.0,242.0,167.0,72.0
128,127_original.jpg,"{""name"":""rect"",""x"":528,""y"":455,""width"":175,""height"":66}",528.0,455.0,175.0,66.0
129,128_original.jpg,"{""name"":""rect"",""x"":204,""y"":196,""width"":198,""height"":74}",204.0,196.0,198.0,74.0
130,129_original.jpg,"{""name"":""rect"",""x"":558,""y"":350,""width"":144,""height"":56}",558.0,350.0,144.0,56.0
131,130_original.jpg,"{""name"":""rect"",""x"":231,""y"":33,""width"":322,""height"":858}",231.0,33.0,322.0,858.0
132,131_original.jpg,"{""name"":""rect"",""x"":421,""y"":113,""width"":296,""height"":154}",421.0,113.0,296.0,154.0
133,132_original.jpg,"{""name"":""rect"",""x"":321,""y"":136,""width"":285,""height"":141}",321.0,136.0,285.0,141.0
134,133_original.jpg,"{""name"":""rect"",""x"":339,""y"":222,""width"":574,""height"":201}",339.0,222.0,574.0,201.0
135,134_original.jpg,"{""name"":""rect"",""x"":585,""y"":490,""width"":168,""height"":88}",585.0,490.0,168.0,88.0
136,135_original.jpg,"{""name"":""rect"",""x"":838,""y"":545,""width"":243,""height"":210}",838.0,545.0,243.0,210.0
137,136_original.jpg,"{""name"":""rect"",""x"":358,""y"":1355,""width"":350,""height"":240}",358.0,1355.0,350.0,240.0
138,137_original.jpg,"{""name"":""rect"",""x"":393,""y"":576,""width"":414,""height"":153}",393.0,576.0,414.0,153.0
139,138_original.jpg,"{""name"":""rect"",""x"":798,""y"":506,""width"":375,""height"":117}",798.0,506.0,375.0,117.0
140,139_original.jpg,"{""name"":""rect"",""x"":281,""y"":520,""width"":84,""height"":77}",281.0,520.0,84.0,77.0
141,140_original.jpg,"{""name"":""rect"",""x"":197,""y"":83,""width"":162,""height"":150}",197.0,83.0,162.0,150.0
142,140_original.jpg,"{""name"":""rect"",""x"":598,""y"":412,""width"":169,""height"":173}",598.0,412.0,169.0,173.0
143,141_original.jpg,"{""name"":""rect"",""x"":197,""y"":84,""width"":167,""height"":157}",197.0,84.0,167.0,157.0
144,141_original.jpg,"{""name"":""rect"",""x"":595,""y"":411,""width"":165,""height"":169}",595.0,411.0,165.0,169.0
145,142_original.jpg,"{""name"":""rect"",""x"":554,""y"":929,""width"":60,""height"":112}",554.0,929.0,60.0,112.0
146,143_original.jpg,"{""name"":""rect"",""x"":718,""y"":648,""width"":237,""height"":119}",718.0,648.0,237.0,119.0
147,144_original.jpg,"{""name"":""rect"",""x"":694,""y"":418,""width"":303,""height"":136}",694.0,418.0,303.0,136.0
148,145_original.jpg,"{""name"":""rect"",""x"":737,""y"":908,""width"":182,""height"":122}",737.0,908.0,182.0,122.0
149,146_original.jpg,"{""name"":""rect"",""x"":759,""y"":464,""width"":340,""height"":129}",759.0,464.0,340.0,129.0
150,147_original.jpg,"{""name"":""rect"",""x"":853,""y"":369,""width"":169,""height"":67}",853.0,369.0,169.0,67.0
151,147_original.jpg,"{""name"":""rect"",""x"":336,""y"":333,""width"":167,""height"":117}",336.0,333.0,167.0,117.0
152,148_original.jpg,"{""name"":""rect"",""x"":338,""y"":331,""width"":173,""height"":111}",338.0,331.0,173.0,111.0
153,148_original.jpg,"{""name"":""rect"",""x"":858,""y"":367,""width"":160,""height"":67}",858.0,367.0,160.0,67.0
154,149_original.jpg,"{""name"":""rect"",""x"":16,""y"":11,""width"":530,""height"":128}",16.0,11.0,530.0,128.0
155,150_original.jpg,"{""name"":""rect"",""x"":345,""y"":552,""width"":139,""height"":59}",345.0,552.0,139.0,59.0
156,151_original.jpg,"{""name"":""rect"",""x"":144,""y"":163,""width"":67,""height"":27}",144.0,163.0,67.0,27.0
157,152_original.jpg,"{""name"":""rect"",""x"":638,""y"":284,""width"":388,""height"":244}",638.0,284.0,388.0,244.0
158,153_original.jpg,"{""name"":""rect"",""x"":749,""y"":455,""width"":402,""height"":155}",749.0,455.0,402.0,155.0
159,154_original.jpg,"{""name"":""rect"",""x"":764,""y"":178,""width"":70,""height"":18}",764.0,178.0,70.0,18.0
160,155_original.jpg,"{""name"":""rect"",""x"":646,""y"":425,""width"":899,""height"":305}",646.0,425.0,899.0,305.0
161,156_original.jpg,"{""name"":""rect"",""x"":648,""y"":413,""width"":508,""height"":172}",648.0,413.0,508.0,172.0
162,157_original.jpg,"{""name"":""rect"",""x"":776,""y"":792,""width"":83,""height"":216}",776.0,792.0,83.0,216.0
163,158_original.jpg,"{""name"":""rect"",""x"":223,""y"":453,""width"":120,""height"":156}",223.0,453.0,120.0,156.0
164,159_original.jpg,"{""name"":""rect"",""x"":599,""y"":500,""width"":140,""height"":337}",599.0,500.0,140.0,337.0
165,160_original.jpg,"{""name"":""rect"",""x"":340,""y"":445,""width"":463,""height"":145}",340.0,445.0,463.0,145.0
166,161_original.jpg,"{""name"":""rect"",""x"":506,""y"":525,""width"":620,""height"":191}",506.0,525.0,620.0,191.0
167,162_original.jpg,"{""name"":""rect"",""x"":438,""y"":438,""width"":544,""height"":241}",438.0,438.0,544.0,241.0
168,163_original.jpg,"{""name"":""rect"",""x"":544,""y"":554,""width"":182,""height"":66}",544.0,554.0,182.0,66.0
169,164_original.jpg,"{""name"":""rect"",""x"":758,""y"":636,""width"":190,""height"":67}",758.0,636.0,190.0,67.0
170,165_original.jpg,"{""name"":""rect"",""x"":283,""y"":635,""width"":93,""height"":43}",283.0,635.0,93.0,43.0
171,165_original.jpg,"{""name"":""rect"",""x"":664,""y"":934,""width"":84,""height"":32}",664.0,934.0,84.0,32.0
172,166_original.jpg,"{""name"":""rect"",""x"":744,""y"":682,""width"":189,""height"":105}",744.0,682.0,189.0,105.0
173,167_original.jpg,"{""name"":""rect"",""x"":865,""y"":685,""width"":220,""height"":107}",865.0,685.0,220.0,107.0
174,168_original.jpg,"{""name"":""rect"",""x"":658,""y"":866,""width"":117,""height"":67}",658.0,866.0,117.0,67.0
175,169_original.jpg,"{""name"":""rect"",""x"":617,""y"":743,""width"":192,""height"":62}",617.0,743.0,192.0,62.0
176,170_original.jpg,"{""name"":""rect"",""x"":423,""y"":480,""width"":313,""height"":227}",423.0,480.0,313.0,227.0
177,170_original.jpg,"{""name"":""rect"",""x"":906,""y"":992,""width"":298,""height"":234}",906.0,992.0,298.0,234.0
178,171_original.jpg,"{""name"":""rect"",""x"":423,""y"":480,""width"":313,""height"":227}",423.0,480.0,313.0,227.0
179,171_original.jpg,"{""name"":""rect"",""x"":906,""y"":992,""width"":298,""height"":234}",906.0,992.0,298.0,234.0
180,172_original.jpg,"{""name"":""rect"",""x"":1170,""y"":764,""width"":44,""height"":21}",1170.0,764.0,44.0,21.0
181,173_original.jpg,"{""name"":""rect"",""x"":849,""y"":601,""width"":155,""height"":65}",849.0,601.0,155.0,65.0
182,174_original.jpg,"{""name"":""rect"",""x"":164,""y"":384,""width"":1171,""height"":284}",164.0,384.0,1171.0,284.0
183,175_original.jpg,"{""name"":""rect"",""x"":466,""y"":319,""width"":411,""height"":161}",466.0,319.0,411.0,161.0
184,175_original.jpg,"{""name"":""rect"",""x"":578,""y"":1246,""width"":360,""height"":133}",578.0,1246.0,360.0,133.0
185,176_original.jpg,"{""name"":""rect"",""x"":466,""y"":314,""width"":411,""height"":165}",466.0,314.0,411.0,165.0
186,176_original.jpg,"{""name"":""rect"",""x"":578,""y"":1246,""width"":360,""height"":133}",578.0,1246.0,360.0,133.0
187,177_original.jpg,"{""name"":""rect"",""x"":744,""y"":628,""width"":72,""height"":32}",744.0,628.0,72.0,32.0
188,178_original.jpg,"{""name"":""rect"",""x"":670,""y"":700,""width"":35,""height"":62}",670.0,700.0,35.0,62.0
189,179_original.jpg,"{""name"":""rect"",""x"":677,""y"":698,""width"":309,""height"":104}",677.0,698.0,309.0,104.0
190,180_original.jpg,"{""name"":""rect"",""x"":453,""y"":394,""width"":281,""height"":120}",453.0,394.0,281.0,120.0
191,181_original.jpg,"{""name"":""rect"",""x"":523,""y"":541,""width"":392,""height"":154}",523.0,541.0,392.0,154.0
192,182_original.jpg,"{""name"":""rect"",""x"":621,""y"":507,""width"":398,""height"":163}",621.0,507.0,398.0,163.0
193,183_original.jpg,"{""name"":""rect"",""x"":906,""y"":309,""width"":118,""height"":97}",906.0,309.0,118.0,97.0
194,184_original.jpg,"{""name"":""rect"",""x"":733,""y"":424,""width"":276,""height"":101}",733.0,424.0,276.0,101.0
195,185_original.jpg,"{""name"":""rect"",""x"":194,""y"":200,""width"":130,""height"":46}",194.0,200.0,130.0,46.0
196,186_original.jpg,"{""name"":""rect"",""x"":796,""y"":566,""width"":232,""height"":124}",796.0,566.0,232.0,124.0
197,187_original.jpg,"{""name"":""rect"",""x"":696,""y"":703,""width"":58,""height"":95}",696.0,703.0,58.0,95.0
198,188_original.jpg,"{""name"":""rect"",""x"":1003,""y"":428,""width"":98,""height"":107}",1003.0,428.0,98.0,107.0
199,189_original.jpg,"{""name"":""rect"",""x"":839,""y"":517,""width"":161,""height"":42}",839.0,517.0,161.0,42.0
200,190_original.jpg,"{""name"":""rect"",""x"":814,""y"":589,""width"":42,""height"":77}",814.0,589.0,42.0,77.0
201,191_original.jpg,{},,,,
202,192_original.jpg,"{""name"":""rect"",""x"":442,""y"":405,""width"":181,""height"":74}",442.0,405.0,181.0,74.0
203,192_original.jpg,"{""name"":""rect"",""x"":1109,""y"":403,""width"":184,""height"":89}",1109.0,403.0,184.0,89.0
204,193_original.jpg,"{""name"":""rect"",""x"":442,""y"":405,""width"":181,""height"":74}",442.0,405.0,181.0,74.0
205,193_original.jpg,"{""name"":""rect"",""x"":1109,""y"":403,""width"":184,""height"":89}",1109.0,403.0,184.0,89.0
206,194_original.jpg,"{""name"":""rect"",""x"":725,""y"":740,""width"":234,""height"":95}",725.0,740.0,234.0,95.0
207,195_original.jpg,"{""name"":""rect"",""x"":611,""y"":393,""width"":968,""height"":362}",611.0,393.0,968.0,362.0
208,196_original.jpg,"{""name"":""rect"",""x"":753,""y"":571,""width"":158,""height"":57}",753.0,571.0,158.0,57.0
209,197_original.jpg,"{""name"":""rect"",""x"":678,""y"":496,""width"":363,""height"":145}",678.0,496.0,363.0,145.0
210,198_original.jpg,"{""name"":""rect"",""x"":701,""y"":484,""width"":393,""height"":158}",701.0,484.0,393.0,158.0
211,199_original.jpg,"{""name"":""rect"",""x"":146,""y"":401,""width"":657,""height"":297}",146.0,401.0,657.0,297.0
212,200_original.jpg,"{""name"":""rect"",""x"":759,""y"":572,""width"":172,""height"":78}",759.0,572.0,172.0,78.0
213,201_original.jpg,"{""name"":""rect"",""x"":871,""y"":1022,""width"":168,""height"":115}",871.0,1022.0,168.0,115.0
214,202_original.jpg,"{""name"":""rect"",""x"":263,""y"":296,""width"":591,""height"":219}",263.0,296.0,591.0,219.0
215,203_original.jpg,"{""name"":""rect"",""x"":489,""y"":238,""width"":610,""height"":195}",489.0,238.0,610.0,195.0
216,204_original.jpg,"{""name"":""rect"",""x"":616,""y"":550,""width"":622,""height"":176}",616.0,550.0,622.0,176.0
217,205_original.jpg,"{""name"":""rect"",""x"":469,""y"":476,""width"":427,""height"":145}",469.0,476.0,427.0,145.0
218,206_original.jpg,"{""name"":""rect"",""x"":324,""y"":356,""width"":877,""height"":382}",324.0,356.0,877.0,382.0
219,207_original.jpg,"{""name"":""rect"",""x"":346,""y"":428,""width"":512,""height"":188}",346.0,428.0,512.0,188.0
220,208_original.jpg,"{""name"":""rect"",""x"":218,""y"":408,""width"":639,""height"":199}",218.0,408.0,639.0,199.0
221,209_original.jpg,"{""name"":""rect"",""x"":501,""y"":583,""width"":509,""height"":242}",501.0,583.0,509.0,242.0
222,210_original.jpg,"{""name"":""rect"",""x"":634,""y"":603,""width"":192,""height"":85}",634.0,603.0,192.0,85.0
223,211_original.jpg,"{""name"":""rect"",""x"":303,""y"":866,""width"":116,""height"":130}",303.0,866.0,116.0,130.0
224,212_original.jpg,"{""name"":""rect"",""x"":729,""y"":715,""width"":295,""height"":110}",729.0,715.0,295.0,110.0
