,ImageName,city,year,Unnamed: 0
174,212_original.jpg,birmingham,1925,211.0
175,213_original.jpg,sheffield,1854,212.0
176,214_original.jpg,london,1836,213.0
177,215_original.jpg,london,1989,214.0
178,216_original.jpg,birmingham,1968,215.0
179,217_original.jpg,sheffield,1917,216.0
180,218_original.jpg,london,1827,217.0
181,219_original.jpg,birmingham,1970,218.0
182,220_original.jpg,birmingham,1929,219.0
183,221_original.jpg,london,1938,220.0
184,222_original.jpg,london,1849,221.0
185,223_original.jpg,london,1985,222.0
186,224_original.jpg,london,1808,223.0
187,226_original.jpg,birmingham,1924,225.0
188,227_original.jpg,london,1834,226.0
189,228_original.jpg,london,1853,227.0
190,229_original.jpg,london,1853,228.0
191,231_original.jpg,sheffield,1897,230.0
192,233_original.jpg,london,1823,232.0
193,234_original.jpg,london,1823,233.0
194,235_original.jpg,london,1823,234.0
195,236_original.jpg,london,1823,235.0
196,237_original.jpg,birmingham,1907,236.0
197,238_original.jpg,birmingham,1909,237.0
198,239_original.jpg,birmingham,1918,238.0
199,241_original.jpg,london,1841,240.0
200,242_original.jpg,birmingham,1912,241.0
201,243_original.jpg,birmingham,1908,242.0
202,244_original.jpg,sheffield,1914,243.0
203,245_original.jpg,sheffield,1915,244.0
204,246_original.jpg,london,1975,245.0
205,247_original.jpg,sheffield,1928,246.0
206,248_original.jpg,sheffield,1928,247.0
207,249_original.jpg,birmingham,1910,248.0
208,250_original.jpg,birmingham,1899,249.0
209,251_original.jpg,birmingham,1948,250.0
210,254_original.jpg,birmingham,1939,253.0
211,255_original.jpg,london,1909,254.0
212,256_original.jpg,birmingham,1948,255.0
213,257_original.jpg,birmingham,1927,256.0
214,258_original.jpg,birmingham,1912,257.0
215,259_original.jpg,london,1899,258.0
216,260_original.jpg,birmingham,1973,259.0
217,261_original.jpg,birmingham,1890,260.0
218,262_original.jpg,birmingham,1902,261.0
219,263_original.jpg,birmingham,1903,262.0
220,264_original.jpg,london,1976,263.0
221,265_original.jpg,london,1975,264.0
222,266_original.jpg,birmingham,1902,265.0
223,267_original.jpg,birmingham,1958,266.0
224,268_original.jpg,london,1905,267.0
225,269_original.jpg,london,1975,268.0
226,270_original.jpg,london,1976,269.0
227,271_original.jpg,london,1976,270.0
228,272_original.jpg,london,1907,271.0
229,273_original.jpg,birmingham,1936,272.0
230,274_original.jpg,birmingham,1936,273.0
231,275_original.jpg,london,1865,274.0
232,276_original.jpg,london,1988,275.0
233,277_original.jpg,sheffield,1927,276.0
234,278_original.jpg,sheffield,1927,277.0
235,279_original.jpg,sheffield,1972,278.0
236,281_original.jpg,birmingham,1915,280.0
237,282_original.jpg,birmingham,1932,281.0
238,N1_1_original.jpg,sheffield,1960,282.0
239,N10_10_original.jpg,birmingham,1919,283.0
240,N100_100_original.jpg,london,1914,284.0
241,N101_101_original.jpg,london,1889,285.0
243,N103_103_original.jpg,london,1894,287.0
244,N104_104_original.jpg,london,1899,288.0
245,N106_106_original.jpg,london,1906,290.0
246,N107_107_original.jpg,london,1906,291.0
247,N108_108_original.jpg,london,1903,292.0
248,N109_109_original.jpg,birmingham,1901,293.0
249,N11_11_original.jpg,birmingham,1917,294.0
250,N110_110_original.jpg,sheffield,1920,295.0
251,N111_111_original.jpg,sheffield,1909,296.0
252,N112_112_original.jpg,glasgow,1918,297.0
253,N113_113_original.jpg,london,1895,298.0
254,N114_114_original.jpg,sheffield,1906,299.0
255,N115_115_original.jpg,birmingham,1936,300.0
256,N116_116_original.jpg,london,1912,301.0
257,N117_117_original.jpg,london,1864,302.0
258,N118_118_original.jpg,sheffield,1926,303.0
259,N119_119_original.jpg,birmingham,1926,304.0
260,N12_12_original.jpg,birmingham,1924,305.0
261,N120_120_original.jpg,london,1889,306.0
262,N121_121_original.jpg,london,1900,307.0
263,N122_122_original.jpg,birmingham,1909,308.0
264,N123_123_original.jpg,london,1923,309.0
265,N124_124_original.jpg,london,1882,310.0
266,N125_125_original.jpg,birmingham,1934,311.0
267,N126_126_original.jpg,birmingham,1921,312.0
268,N128_128_original.jpg,sheffield,1935,314.0
269,N129_129_original.jpg,dublin,1902,315.0
270,N13_13_original.jpg,birmingham,1922,316.0
271,N130_130_original.jpg,london,1930,317.0
272,N131_131_original.jpg,birmingham,1922,318.0
273,N133_133_original.jpg,sheffield,1904,320.0
274,N134_134_original.jpg,sheffield,1921,321.0
275,N135_135_original.jpg,sheffield,1910,322.0
276,N136_136_original.jpg,birmingham,1927,323.0
277,N137_137_original.jpg,london,1921,324.0
278,N138_138_original.jpg,london,1839,325.0
279,N139_139_original.jpg,birmingham,1909,326.0
280,N14_14_original.jpg,london,1915,327.0
281,N140_140_original.jpg,london,1905,328.0
282,N141_141_original.jpg,london,1861,329.0
283,N143_143_original.jpg,sheffield,1938,331.0
284,N144_144_original.jpg,london,1921,332.0
285,N145_145_original.jpg,sheffield,1876,333.0
286,N146_146_original.jpg,london,1930,334.0
287,N147_147_original.jpg,london,1925,335.0
288,N148_148_original.jpg,london,1906,336.0
289,N149_149_original.jpg,london,1908,337.0
290,N15_15_original.jpg,birmingham,1936,338.0
291,N151_151_original.jpg,london,1901,340.0
292,N152_152_original.jpg,sheffield,1901,341.0
293,N153_153_original.jpg,sheffield,1905,342.0
294,N154_154_original.jpg,london,1794,343.0
295,N155_155_original.jpg,london,1805,344.0
296,N156_156_original.jpg,london,1905,345.0
297,N157_157_original.jpg,sheffield,1929,346.0
298,N158_158_original.jpg,sheffield,1927,347.0
299,N159_159_original.jpg,glasgow,1927,348.0
300,N16_16_original.jpg,sheffield,1967,349.0
301,N160_160_original.jpg,sheffield,1922,350.0
302,N161_161_original.jpg,birmingham,1949,351.0
303,N163_163_original.jpg,sheffield,1921,353.0
304,N164_164_original.jpg,birmingham,1908,354.0
305,N165_165_original.jpg,birmingham,1935,355.0
306,N166_166_original.jpg,london,1802,356.0
307,N167_167_original.jpg,london,1879,357.0
308,N168_168_original.jpg,birmingham,1932,358.0
309,N169_169_original.jpg,sheffield,1888,359.0
310,N17_17_original.jpg,london,1949,360.0
311,N170_170_original.jpg,sheffield,1895,361.0
312,N171_171_original.jpg,london,1888,362.0
313,N172_172_original.jpg,birmingham,1928,363.0
314,N173_173_original.jpg,birmingham,1896,364.0
315,N174_174_horiginal.jpg,birmingham,1907,365.0
316,N176_176_original.jpg,birmingham,1936,367.0
317,N178_178_original.jpg,london,1899,369.0
318,N179_179_original.jpg,sheffield,1945,370.0
319,N18_18_original.jpg,london,1964,371.0
320,N180_180_original.jpg,london,1825,372.0
321,N181_181_original.jpg,london,1844,373.0
322,N182_182_original.jpg,london,1860,374.0
323,N183_183_original.jpg,london,1866,375.0
324,N184_184_original.jpg,london,1799,376.0
325,N185_185_original.jpg,london,1821,377.0
326,N186_186_original.jpg,london,1858,378.0
327,N187_187_original.jpg,sheffield,1898,379.0
328,N188_188_original.jpg,london,1883,380.0
329,N189_189_original.jpg,sheffield,1901,381.0
330,N190_190_original.jpg,sheffield,1886,383.0
331,N191_191_original.jpg,london,1883,384.0
332,N192_192_original.jpg,london,1903,385.0
333,N193_193_original.jpg,sheffield,1934,386.0
334,N194_194_original.jpg,sheffield,1966,387.0
335,N195_195_original.jpg,london,1912,388.0
336,N196_196_original.jpg,sheffield,1909,389.0
337,N197_197_original.jpg,london,1861,390.0
338,N198_198_original.jpg,birmingham,1834,391.0
339,N199_199_original.jpg,london,1816,392.0
340,N2_2_original.jpg,birmingham,1912,393.0
341,N20_20_original.jpg,birmingham,1937,394.0
342,N200_200_original.jpg,sheffield,1852,395.0
343,N201_201_original.jpg,sheffield,1893,396.0
344,N202_202_original.jpg,sheffield,1937,397.0
345,N203_203_original.jpg,sheffield,1904,398.0
346,N204_204_original.jpg,sheffield,1916,399.0
347,N205_205_original.jpg,london,1928,400.0
348,N206_206_original.jpg,sheffield,1925,401.0
349,N207_207_original.jpg,sheffield,1931,402.0
350,N208_208_original.jpg,sheffield,1904,403.0
351,N209_209_original.jpg,london,1894,404.0
352,N21_21_original.jpg,london,1925,405.0
353,N210_210_original.jpg,glasgow,1877,406.0
354,N212_212_original.jpg,london,1821,408.0
355,N216_216_original.jpg,sheffield,1905,412.0
356,N217_217_original.jpg,birmingham,1936,413.0
357,N219_219_original.jpg,birmingham,1900,415.0
358,N22_22_original.jpg,london,1799,416.0
359,N222_222_original.jpg,london,1904,419.0
360,N223_223_original.jpg,london,1889,420.0
361,N224_224_original.jpg,sheffield,1896,421.0
362,N225_225_original.jpg,chester,1903,422.0
363,N227_227_original.jpg,sheffield,1903,424.0
364,N228_228_original.jpg,london,1910,425.0
365,N229_229_original.jpg,sheffield,1918,426.0
366,N23_23_original.jpg,london,1808,427.0
367,N230_230_original.jpg,birmingham,1938,428.0
368,N231_231_original.jpg,london,1813,429.0
369,N232_232_original.jpg,london,1792,430.0
370,N233_233_original.jpg,london,1789,431.0
371,N234_234_original.jpg,london,1836,432.0
372,N235_235_original.jpg,london,1806,433.0
373,N236_236_original.jpg,london,1792,434.0
374,N237_237_original.jpg,london,1791,435.0
375,N238_238_original.jpg,edinburgh,1901,436.0
376,N239_239_original.jpg,london,1905,437.0
377,N24_24_original.jpg,london,1811,438.0
378,N240_240_original.jpg,sheffield,1919,439.0
379,N241_241_original.jpg,birmingham,1896,440.0
380,N242_242_original.jpg,edinburgh,1894,441.0
381,N245_245_original.jpg,london,1790,444.0
382,N25_25_original.jpg,london,1816,449.0
383,N251_251_original.jpg,edinburgh,1797,451.0
384,N257_257_original.jpg,london,1785,457.0
385,N259_259_original.jpg,london,1816,459.0
386,N26_26_original.jpg,london,1801,460.0
387,N264_264_original.jpg,london,1780,465.0
388,N265_265_original.jpg,london,1885,466.0
389,N267_267_original.jpg,london,1804,468.0
390,N269_269_original.jpg,sheffield,1942,470.0
391,N27_27_original.jpg,london,1802,471.0
392,N270_270_original.jpg,sheffield,1909,472.0
393,N272_272_original.jpg,chester,1934,474.0
394,N274_274_original.jpg,london,1908,476.0
395,N275_275_original.jpg,sheffield,1922,477.0
396,N276_276_original.jpg,sheffield,1906,478.0
397,N278_278_original.jpg,birmingham,1929,480.0
398,N282_282_original.jpg,london,1899,485.0
399,N285_285_original.jpg,chester,1933,488.0
400,N286_286_original.jpg,london,1926,489.0
401,N287_287_original.jpg,birmingham,1902,490.0
402,N288_288_original.jpg,london,1900,491.0
403,N289_289_original.jpg,birmingham,1904,492.0
404,N29_29_original.jpg,sheffield,1936,493.0
405,N290_290_original.jpg,chester,1897,494.0
406,N3_3_original.jpg,sheffield,1828,495.0
407,N30_30_original.jpg,birmingham,1933,496.0
408,N31_31_original.jpg,london,1873,497.0
409,N32_32_original.jpg,london,1895,498.0
410,N33_33_original.jpg,london,1871,499.0
411,N34_34_original.jpg,london,1975,500.0
412,N37_37_original.jpg,london,1869,503.0
413,N38_38_original.jpg,london,1850,504.0
414,N4_4_original.jpg,london,1924,506.0
415,N40_40_original.jpg,london,1784,507.0
416,N41_41_original.jpg,sheffield,1844,508.0
417,N42_42_original.jpg,birmingham,1918,509.0
418,N43_43_original.jpg,london,1820,510.0
419,N44_44_original.jpg,london,1971,511.0
420,N45_45_original.jpg,london,1791,512.0
421,N46_46_original.jpg,london,1823,513.0
422,N47_47_original.jpg,london,1939,514.0
423,N48_48_original.jpg,edinburgh,1811,515.0
424,N5_5_original.jpg,chester,1921,517.0
425,N51_51_original.jpg,london,1915,519.0
426,N52_52_original.jpg,london,1973,520.0
427,N53_53_original.jpg,london,1960,521.0
428,N54_54_original.jpg,birmingham,1988,522.0
429,N55_55_original.jpg,london,1808,523.0
430,N56_56_original.jpg,london,1772,524.0
431,N57_57_original.jpg,london,1913,525.0
432,N58_58_original.jpg,london,1797,526.0
433,N59_59_original.jpg,london,1804,527.0
434,N6_6_original.jpg,london,1914,528.0
435,N60_60_original.jpg,sheffield,1814,529.0
436,N61_61_original.jpg,sheffield,1776,530.0
437,N62_62_original.jpg,london,1775,531.0
438,N64_64_original.jpg,birmingham,1908,533.0
439,N66_66_original.jpg,birmingham,1925,535.0
440,N67_67_original.jpg,birmingham,1907,536.0
441,N68_68_original.jpg,london,1894,537.0
442,N69_69_original.jpg,london,1931,538.0
443,N7_7_original.jpg,birmingham,1924,539.0
444,N70_70_original.jpg,sheffield,1904,540.0
445,N71_71_original.jpg,birmingham,1901,541.0
446,N72_72_original.jpg,london,1892,542.0
447,N73_73_original.jpg,birmingham,1885,543.0
448,N74_74_original.jpg,london,1890,544.0
449,N75_75_original.jpg,dublin,1903,545.0
450,N76_76_original.jpg,london,1900,546.0
451,N77_77_original.jpg,london,1894,547.0
452,N78_78_original.jpg,sheffield,1921,548.0
453,N79_79_original.jpg,sheffield,1904,549.0
454,N8_8_original.jpg,london,1899,550.0
455,N80_80_original.jpg,sheffield,1897,551.0
456,N81_81_original.jpg,birmingham,1901,552.0
457,N82_82_original.jpg,sheffield,1895,553.0
458,N83_83_original.jpg,sheffield,1906,554.0
459,N84_84_original.jpg,london,1901,555.0
460,N85_85_original.jpg,birmingham,1911,556.0
461,N86_86_original.jpg,sheffield,1892,557.0
462,N87_87_original.jpg,sheffield,1919,558.0
463,N88_88_original.jpg,london,1910,559.0
464,N89_89_original.jpg,birmingham,1902,560.0
465,N9_9_original.jpg,sheffield,1887,561.0
466,N90_90_original.jpg,birmingham,1918,562.0
467,N91_91_original.jpg,london,1905,563.0
468,N92_92_original.jpg,london,1897,564.0
469,N93_93_original.jpg,birmingham,1938,565.0
470,N94_94_original.jpg,chester,1918,566.0
471,N95_95_original.jpg,chester,1902,567.0
472,N96_96_original.jpg,london,1898,568.0
473,N97_97_original.jpg,london,1901,569.0
474,N98_98_original.jpg,london,1889,570.0
475,N99_99_original.jpg,london,1887,571.0
